in-store_num,region_num,TransactionType,RegionName,Age,AgeGroup,ItemsPerPurchcase,AmountGroup,AmountPerPurchase,AmountPerItem
0,4,online,West,19,18-30,7,286-582,453.07,64.72
1,1,in-store,North,42,31-45,2,286-582,332.23,166.12
0,4,online,West,40,31-45,4,1234-3000,2727.8,681.95
0,4,online,West,38,31-45,5,1234-3000,2267.7,453.54
0,3,online,East,46,46-61,3,1234-3000,1258.7,419.57
1,1,in-store,North,43,31-45,7,286-582,299.58,42.80
0,2,online,South,46,46-61,2,5-285,140.33,70.17
0,2,online,South,72,62-85,2,286-582,397.68,198.84
1,1,in-store,North,60,46-61,2,286-582,487.5,243.75
1,4,in-store,West,41,31-45,3,286-582,337.98,112.66
1,4,in-store,West,52,46-61,4,583-1233,1197.4,299.35
1,4,in-store,West,54,46-61,5,583-1233,1111.1,222.22
1,3,in-store,East,62,62-85,8,583-1233,892.98,111.62
1,1,in-store,North,59,46-61,8,286-582,401.88,50.24
0,4,online,West,44,31-45,8,1234-3000,2468.7,308.59
0,2,online,South,48,46-61,3,286-582,322.28,107.43
1,3,in-store,East,65,62-85,5,5-285,271.84,54.37
0,2,online,South,31,31-45,3,5-285,28.199,9.40
0,2,online,South,31,31-45,2,286-582,417.49,208.75
0,4,online,West,28,18-30,3,1234-3000,1411,470.33
1,4,in-store,West,32,31-45,4,5-285,133.09,33.27
1,4,in-store,West,55,46-61,3,1234-3000,1982.1,660.70
1,1,in-store,North,45,31-45,7,286-582,525.5,75.07
1,1,in-store,North,28,18-30,6,1234-3000,1557.1,259.52
0,2,online,South,55,46-61,2,5-285,145.09,72.55
1,4,in-store,West,47,46-61,3,1234-3000,1529,509.67
0,2,online,South,38,31-45,7,286-582,472.63,67.52
1,3,in-store,East,44,31-45,2,286-582,345.73,172.87
1,4,in-store,West,43,31-45,6,1234-3000,1346.4,224.40
1,3,in-store,East,35,31-45,4,5-285,143.28,35.82
0,2,online,South,73,62-85,5,286-582,449.49,89.90
0,2,online,South,56,46-61,7,286-582,298.35,42.62
1,1,in-store,North,42,31-45,4,583-1233,701.58,175.40
0,2,online,South,57,46-61,2,286-582,414.53,207.27
1,1,in-store,North,29,18-30,7,286-582,295.72,42.25
1,4,in-store,West,52,46-61,6,5-285,99.018,16.50
0,3,online,East,33,31-45,6,1234-3000,2409.1,401.52
0,2,online,South,66,62-85,2,5-285,257.51,128.76
0,2,online,South,55,46-61,5,286-582,432.03,86.41
0,3,online,East,41,31-45,2,1234-3000,1296.5,648.25
0,2,online,South,31,31-45,7,286-582,297,42.43
0,2,online,South,33,31-45,1,286-582,405.36,405.36
1,3,in-store,East,68,62-85,1,583-1233,800.2,800.20
0,2,online,South,80,62-85,5,5-285,16.186,3.24
1,4,in-store,West,31,31-45,2,1234-3000,1799,899.50
0,4,online,West,48,46-61,7,583-1233,1158.9,165.56
1,4,in-store,West,55,46-61,7,583-1233,759.57,108.51
0,2,online,South,42,31-45,1,5-285,227.71,227.71
0,4,online,West,48,46-61,5,1234-3000,2933.5,586.70
1,1,in-store,North,54,46-61,8,583-1233,1142.4,142.80
0,2,online,South,37,31-45,6,5-285,264.35,44.06
1,1,in-store,North,65,62-85,8,286-582,529.49,66.19
0,2,online,South,57,46-61,6,5-285,29.047,4.84
1,3,in-store,East,34,31-45,7,5-285,283.3,40.47
1,3,in-store,East,71,62-85,6,5-285,215.19,35.87
0,4,online,West,56,46-61,5,5-285,132.67,26.53
0,4,online,West,36,31-45,2,286-582,454.54,227.27
1,3,in-store,East,72,62-85,5,583-1233,732.1,146.42
1,4,in-store,West,30,18-30,2,5-285,63.725,31.86
0,2,online,South,65,62-85,3,286-582,436.25,145.42
1,1,in-store,North,55,46-61,7,583-1233,663.08,94.73
1,4,in-store,West,34,31-45,8,583-1233,760.16,95.02
0,2,online,South,78,62-85,1,5-285,139.9,139.90
1,1,in-store,North,52,46-61,7,5-285,158.03,22.58
0,2,online,South,76,62-85,6,286-582,446.69,74.45
0,2,online,South,74,62-85,1,5-285,275.82,275.82
1,1,in-store,North,43,31-45,8,5-285,201.19,25.15
0,3,online,East,23,18-30,7,1234-3000,2848.4,406.91
0,2,online,South,69,62-85,2,286-582,495.88,247.94
0,3,online,East,21,18-30,4,583-1233,997.53,249.38
0,2,online,South,78,62-85,2,286-582,353.82,176.91
0,2,online,South,82,62-85,2,5-285,176.9,88.45
0,3,online,East,19,18-30,2,583-1233,810.89,405.45
1,3,in-store,East,63,62-85,2,583-1233,777.27,388.64
0,4,online,West,38,31-45,7,1234-3000,1350.9,192.99
1,3,in-store,East,64,62-85,4,286-582,310.63,77.66
1,4,in-store,West,25,18-30,3,1234-3000,1752.2,584.07
1,4,in-store,West,29,18-30,4,1234-3000,1732,433.00
0,4,online,West,45,31-45,2,1234-3000,1999.3,999.65
1,1,in-store,North,38,31-45,7,5-285,243.69,34.81
0,4,online,West,20,18-30,4,1234-3000,2945.4,736.35
0,3,online,East,29,18-30,6,1234-3000,1751.2,291.87
0,2,online,South,40,31-45,8,5-285,154.36,19.30
1,1,in-store,North,52,46-61,4,583-1233,928.49,232.12
1,4,in-store,West,35,31-45,8,1234-3000,1964.1,245.51
1,1,in-store,North,41,31-45,3,5-285,197.84,65.95
0,2,online,South,78,62-85,5,5-285,106.15,21.23
0,2,online,South,30,18-30,5,5-285,256.52,51.30
0,4,online,West,30,18-30,1,583-1233,1021.2,1021.20
0,3,online,East,26,18-30,7,1234-3000,1344.5,192.07
0,2,online,South,71,62-85,3,286-582,398.45,132.82
1,3,in-store,East,69,62-85,7,286-582,335.55,47.94
1,3,in-store,East,29,18-30,8,5-285,172.38,21.55
1,3,in-store,East,61,46-61,1,583-1233,823.29,823.29
1,3,in-store,East,64,62-85,3,5-285,123.16,41.05
0,3,online,East,25,18-30,5,1234-3000,2673.2,534.64
1,3,in-store,East,62,62-85,8,286-582,332.82,41.60
1,1,in-store,North,41,31-45,2,583-1233,883.92,441.96
0,2,online,South,29,18-30,1,5-285,77.675,77.68
0,3,online,East,27,18-30,1,1234-3000,1345.2,1345.20
0,2,online,South,82,62-85,5,286-582,480.63,96.13
1,4,in-store,West,30,18-30,4,286-582,425.47,106.37
0,4,online,West,37,31-45,8,1234-3000,2078.7,259.84
0,4,online,West,34,31-45,5,5-285,131.94,26.39
0,2,online,South,59,46-61,7,286-582,442.47,63.21
1,4,in-store,West,21,18-30,5,1234-3000,1296.5,259.30
0,2,online,South,76,62-85,7,5-285,203.1,29.01
0,2,online,South,71,62-85,2,5-285,60.943,30.47
0,4,online,West,41,31-45,8,1234-3000,2026.8,253.35
1,1,in-store,North,73,62-85,3,5-285,186.03,62.01
1,3,in-store,East,42,31-45,7,583-1233,792.42,113.20
1,1,in-store,North,27,18-30,6,1234-3000,1344.9,224.15
0,4,online,West,57,46-61,8,1234-3000,1490,186.25
0,4,online,West,23,18-30,2,1234-3000,1642.6,821.30
1,4,in-store,West,41,31-45,2,5-285,58.71,29.36
1,4,in-store,West,20,18-30,8,1234-3000,1710.7,213.84
1,1,in-store,North,39,31-45,2,286-582,552.38,276.19
0,2,online,South,28,18-30,2,5-285,231.41,115.71
0,2,online,South,80,62-85,4,286-582,437.19,109.30
1,3,in-store,East,37,31-45,2,5-285,256.88,128.44
1,1,in-store,North,30,18-30,7,5-285,103.07,14.72
1,4,in-store,West,19,18-30,8,583-1233,948.79,118.60
0,2,online,South,37,31-45,5,5-285,144.78,28.96
0,4,online,West,29,18-30,4,1234-3000,2042.3,510.58
1,4,in-store,West,25,18-30,3,5-285,60.276,20.09
0,2,online,South,54,46-61,8,5-285,250.04,31.26
0,2,online,South,65,62-85,3,5-285,79.794,26.60
0,2,online,South,46,46-61,2,286-582,421.45,210.73
0,3,online,East,42,31-45,2,1234-3000,1415.9,707.95
0,2,online,South,33,31-45,7,286-582,486.16,69.45
1,1,in-store,North,61,46-61,3,5-285,187,62.33
1,1,in-store,North,60,46-61,7,583-1233,587.58,83.94
1,3,in-store,East,59,46-61,3,286-582,299.36,99.79
0,2,online,South,69,62-85,8,5-285,43.998,5.50
0,4,online,West,49,46-61,6,1234-3000,2739.3,456.55
0,4,online,West,33,31-45,7,1234-3000,1811.9,258.84
1,1,in-store,North,46,46-61,7,286-582,459.14,65.59
0,2,online,South,46,46-61,2,5-285,252.5,126.25
0,2,online,South,32,31-45,5,5-285,124.85,24.97
0,4,online,West,22,18-30,4,1234-3000,1367.4,341.85
0,2,online,South,82,62-85,1,286-582,318.85,318.85
0,4,online,West,44,31-45,3,1234-3000,1958.3,652.77
1,3,in-store,East,28,18-30,7,583-1233,640.2,91.46
0,2,online,South,82,62-85,2,286-582,438.43,219.22
1,1,in-store,North,29,18-30,7,583-1233,679.45,97.06
1,3,in-store,East,44,31-45,2,5-285,160.46,80.23
1,3,in-store,East,51,46-61,8,583-1233,984.76,123.10
0,4,online,West,25,18-30,1,1234-3000,2607.3,2607.30
1,4,in-store,West,23,18-30,7,583-1233,969.37,138.48
1,1,in-store,North,25,18-30,5,1234-3000,1495.5,299.10
1,1,in-store,North,21,18-30,3,583-1233,1124.2,374.73
0,2,online,South,83,62-85,5,5-285,167.54,33.51
1,4,in-store,West,30,18-30,2,583-1233,968.44,484.22
0,2,online,South,47,46-61,5,286-582,291.36,58.27
0,2,online,South,53,46-61,1,5-285,148.18,148.18
0,4,online,West,49,46-61,3,583-1233,639.55,213.18
1,1,in-store,North,39,31-45,4,5-285,168.78,42.20
1,4,in-store,West,42,31-45,2,286-582,397.34,198.67
0,4,online,West,45,31-45,4,1234-3000,1773.7,443.43
0,2,online,South,38,31-45,4,286-582,356.48,89.12
0,4,online,West,20,18-30,4,583-1233,948.28,237.07
1,3,in-store,East,65,62-85,5,583-1233,778.11,155.62
1,4,in-store,West,49,46-61,6,583-1233,647.97,108.00
0,4,online,West,55,46-61,5,583-1233,1053.8,210.76
1,3,in-store,East,29,18-30,5,286-582,352.61,70.52
1,4,in-store,West,29,18-30,1,583-1233,814.83,814.83
1,4,in-store,West,22,18-30,6,1234-3000,1824.8,304.13
0,4,online,West,53,46-61,5,1234-3000,2018.3,403.66
1,1,in-store,North,48,46-61,3,583-1233,875.69,291.90
1,4,in-store,West,20,18-30,5,1234-3000,1669.1,333.82
1,1,in-store,North,64,62-85,3,286-582,497.74,165.91
0,4,online,West,59,46-61,4,286-582,398.81,99.70
1,4,in-store,West,24,18-30,3,5-285,135.47,45.16
1,1,in-store,North,66,62-85,1,286-582,416.31,416.31
0,2,online,South,73,62-85,6,5-285,200.4,33.40
0,3,online,East,27,18-30,3,1234-3000,1543,514.33
1,1,in-store,North,38,31-45,3,583-1233,699.89,233.30
1,1,in-store,North,64,62-85,4,583-1233,818.06,204.52
1,3,in-store,East,52,46-61,5,286-582,411.77,82.35
1,3,in-store,East,73,62-85,6,286-582,386.53,64.42
0,2,online,South,32,31-45,4,5-285,47.893,11.97
1,1,in-store,North,42,31-45,5,583-1233,615.44,123.09
0,3,online,East,49,46-61,7,1234-3000,1607.4,229.63
0,2,online,South,37,31-45,3,286-582,419.77,139.92
1,3,in-store,East,34,31-45,6,286-582,570.34,95.06
1,4,in-store,West,42,31-45,8,1234-3000,1547.2,193.40
1,4,in-store,West,33,31-45,3,1234-3000,1741.9,580.63
1,1,in-store,North,73,62-85,1,286-582,484.74,484.74
1,1,in-store,North,48,46-61,3,1234-3000,1855.5,618.50
0,2,online,South,34,31-45,7,286-582,335.46,47.92
0,3,online,East,44,31-45,4,1234-3000,2926.2,731.55
0,4,online,West,52,46-61,5,1234-3000,2484.8,496.96
1,4,in-store,West,40,31-45,7,1234-3000,1305.4,186.49
1,3,in-store,East,26,18-30,2,286-582,473.66,236.83
0,2,online,South,76,62-85,8,5-285,22.768,2.85
0,2,online,South,62,62-85,6,286-582,301.97,50.33
1,1,in-store,North,41,31-45,5,583-1233,869.69,173.94
0,4,online,West,58,46-61,2,1234-3000,2515.2,1257.60
1,1,in-store,North,54,46-61,5,583-1233,652.33,130.47
0,2,online,South,43,31-45,2,5-285,176.54,88.27
0,3,online,East,23,18-30,2,583-1233,969.07,484.54
1,4,in-store,West,48,46-61,3,286-582,342.71,114.24
1,1,in-store,North,36,31-45,1,1234-3000,1718.3,1718.30
0,4,online,West,50,46-61,8,583-1233,936.59,117.07
0,2,online,South,30,18-30,1,286-582,345.57,345.57
1,3,in-store,East,33,31-45,6,583-1233,674.92,112.49
0,4,online,West,21,18-30,2,1234-3000,1618.1,809.05
1,1,in-store,North,20,18-30,8,583-1233,833.63,104.20
0,4,online,West,40,31-45,3,1234-3000,1914.2,638.07
1,3,in-store,East,31,31-45,5,286-582,578.23,115.65
0,2,online,South,66,62-85,8,286-582,487.86,60.98
1,3,in-store,East,66,62-85,6,583-1233,632.03,105.34
1,4,in-store,West,19,18-30,5,583-1233,1056.5,211.30
0,2,online,South,48,46-61,1,286-582,301.58,301.58
1,3,in-store,East,35,31-45,2,286-582,474.08,237.04
0,3,online,East,45,31-45,6,583-1233,985.01,164.17
0,2,online,South,31,31-45,6,286-582,377.83,62.97
1,1,in-store,North,57,46-61,6,286-582,499.73,83.29
1,3,in-store,East,67,62-85,2,286-582,440.11,220.06
0,4,online,West,29,18-30,2,583-1233,900.89,450.45
0,2,online,South,37,31-45,3,5-285,186.71,62.24
1,3,in-store,East,37,31-45,4,286-582,413.71,103.43
1,3,in-store,East,29,18-30,3,583-1233,868.29,289.43
1,4,in-store,West,36,31-45,2,1234-3000,1809.7,904.85
0,2,online,South,60,46-61,5,286-582,302.32,60.46
0,3,online,East,40,31-45,8,5-285,173.93,21.74
0,2,online,South,37,31-45,3,5-285,277.72,92.57
1,3,in-store,East,67,62-85,5,583-1233,746.41,149.28
0,4,online,West,28,18-30,3,1234-3000,2869.7,956.57
0,4,online,West,57,46-61,2,5-285,204.42,102.21
1,4,in-store,West,37,31-45,8,583-1233,1168.2,146.03
0,2,online,South,76,62-85,4,286-582,374.07,93.52
0,2,online,South,38,31-45,7,5-285,241.89,34.56
1,1,in-store,North,39,31-45,2,286-582,573.01,286.51
0,2,online,South,45,31-45,7,5-285,216.13,30.88
1,4,in-store,West,28,18-30,5,583-1233,936.29,187.26
0,4,online,West,50,46-61,2,1234-3000,2284.4,1142.20
0,2,online,South,44,31-45,3,286-582,355.53,118.51
0,4,online,West,62,62-85,7,583-1233,801.6,114.51
0,3,online,East,60,46-61,1,1234-3000,1687.7,1687.70
0,2,online,South,59,46-61,7,286-582,456.71,65.24
1,4,in-store,West,29,18-30,3,1234-3000,1903.4,634.47
1,4,in-store,West,32,31-45,3,5-285,140.11,46.70
1,3,in-store,East,63,62-85,6,583-1233,830.57,138.43
0,2,online,South,37,31-45,3,5-285,197.62,65.87
0,2,online,South,67,62-85,3,5-285,272.43,90.81
1,3,in-store,East,31,31-45,6,583-1233,860.44,143.41
1,3,in-store,East,60,46-61,7,5-285,282.32,40.33
0,3,online,East,40,31-45,8,1234-3000,1462.4,182.80
1,1,in-store,North,57,46-61,6,583-1233,739.12,123.19
1,4,in-store,West,51,46-61,5,583-1233,886.59,177.32
1,1,in-store,North,43,31-45,7,583-1233,792.73,113.25
0,2,online,South,30,18-30,3,286-582,387.72,129.24
1,3,in-store,East,68,62-85,4,583-1233,895.36,223.84
0,3,online,East,20,18-30,8,1234-3000,1833.5,229.19
1,3,in-store,East,40,31-45,6,583-1233,884.71,147.45
0,2,online,South,50,46-61,5,5-285,23.847,4.77
1,3,in-store,East,64,62-85,8,286-582,377.92,47.24
1,3,in-store,East,47,46-61,5,286-582,317.61,63.52
0,3,online,East,26,18-30,7,583-1233,1072.1,153.16
0,2,online,South,53,46-61,5,5-285,114,22.80
0,4,online,West,18,18-30,7,1234-3000,2051.4,293.06
0,2,online,South,30,18-30,4,286-582,387.87,96.97
1,1,in-store,North,52,46-61,2,286-582,496.24,248.12
0,4,online,West,37,31-45,2,5-285,108.06,54.03
0,4,online,West,51,46-61,4,1234-3000,2146.7,536.68
1,4,in-store,West,44,31-45,3,1234-3000,1877.2,625.73
1,4,in-store,West,48,46-61,6,583-1233,652.26,108.71
1,3,in-store,East,61,46-61,7,286-582,581.58,83.08
1,1,in-store,North,45,31-45,3,5-285,151.64,50.55
0,4,online,West,22,18-30,3,1234-3000,2499.8,833.27
1,4,in-store,West,20,18-30,6,583-1233,938.45,156.41
1,4,in-store,West,37,31-45,7,583-1233,1193.9,170.56
0,2,online,South,50,46-61,5,5-285,252.6,50.52
1,4,in-store,West,50,46-61,7,1234-3000,1991.8,284.54
1,1,in-store,North,66,62-85,7,286-582,398.98,57.00
1,4,in-store,West,40,31-45,7,1234-3000,1957.5,279.64
0,2,online,South,73,62-85,4,5-285,53.938,13.48
1,3,in-store,East,74,62-85,4,286-582,491.69,122.92
0,2,online,South,79,62-85,6,5-285,64.088,10.68
0,4,online,West,26,18-30,3,1234-3000,1385.9,461.97
1,1,in-store,North,49,46-61,4,1234-3000,1353.5,338.38
1,3,in-store,East,28,18-30,1,286-582,441.44,441.44
0,2,online,South,82,62-85,6,5-285,228.7,38.12
0,2,online,South,64,62-85,7,286-582,440.18,62.88
1,1,in-store,North,24,18-30,3,583-1233,973.2,324.40
1,4,in-store,West,35,31-45,4,1234-3000,1667.1,416.78
0,2,online,South,43,31-45,7,5-285,257.44,36.78
1,3,in-store,East,42,31-45,6,286-582,303.76,50.63
1,4,in-store,West,38,31-45,6,583-1233,867.48,144.58
0,4,online,West,22,18-30,8,1234-3000,1604.3,200.54
0,4,online,West,24,18-30,3,1234-3000,1275.3,425.10
1,1,in-store,North,48,46-61,8,5-285,124.29,15.54
0,2,online,South,69,62-85,3,5-285,219.93,73.31
1,1,in-store,North,30,18-30,5,286-582,570.03,114.01
1,4,in-store,West,38,31-45,8,5-285,277.19,34.65
1,3,in-store,East,35,31-45,2,286-582,316.76,158.38
0,4,online,West,20,18-30,8,286-582,475.84,59.48
1,4,in-store,West,50,46-61,4,5-285,55.014,13.75
0,3,online,East,46,46-61,3,1234-3000,1691.1,563.70
0,4,online,West,37,31-45,6,583-1233,1206.1,201.02
0,2,online,South,80,62-85,4,5-285,247.76,61.94
0,4,online,West,55,46-61,6,583-1233,1018.1,169.68
1,3,in-store,East,57,46-61,5,583-1233,584.84,116.97
0,2,online,South,36,31-45,3,5-285,281.99,94.00
1,1,in-store,North,60,46-61,6,5-285,231.34,38.56
1,1,in-store,North,21,18-30,6,286-582,342.82,57.14
1,4,in-store,West,35,31-45,7,583-1233,977.63,139.66
1,4,in-store,West,55,46-61,6,1234-3000,1787.8,297.97
1,1,in-store,North,33,31-45,5,286-582,327.53,65.51
0,4,online,West,27,18-30,4,583-1233,781.91,195.48
0,4,online,West,26,18-30,5,583-1233,747.72,149.54
0,4,online,West,28,18-30,8,1234-3000,1662.2,207.78
1,1,in-store,North,40,31-45,4,5-285,226.66,56.67
1,1,in-store,North,45,31-45,1,1234-3000,1927.6,1927.60
1,1,in-store,North,46,46-61,4,583-1233,682.88,170.72
0,2,online,South,38,31-45,6,5-285,252.56,42.09
1,3,in-store,East,24,18-30,7,5-285,76.425,10.92
0,2,online,South,77,62-85,6,5-285,195.83,32.64
1,1,in-store,North,30,18-30,7,583-1233,967.87,138.27
1,4,in-store,West,24,18-30,7,5-285,236.14,33.73
0,3,online,East,57,46-61,7,1234-3000,1299.9,185.70
0,4,online,West,41,31-45,1,583-1233,1157.2,1157.20
0,4,online,West,20,18-30,8,583-1233,856.82,107.10
0,4,online,West,20,18-30,2,583-1233,879.72,439.86
0,2,online,South,63,62-85,8,286-582,353.56,44.20
1,4,in-store,West,27,18-30,4,583-1233,1143.4,285.85
0,4,online,West,19,18-30,3,286-582,536.12,178.71
0,2,online,South,38,31-45,3,5-285,97.02,32.34
1,1,in-store,North,61,46-61,8,583-1233,605.67,75.71
1,4,in-store,West,30,18-30,8,583-1233,948.95,118.62
0,2,online,South,58,46-61,7,286-582,418.06,59.72
0,3,online,East,38,31-45,7,1234-3000,1713,244.71
1,1,in-store,North,71,62-85,5,286-582,334.12,66.82
0,4,online,West,34,31-45,6,1234-3000,1532.6,255.43
1,1,in-store,North,44,31-45,6,583-1233,714.77,119.13
0,2,online,South,54,46-61,4,5-285,67.77,16.94
0,2,online,South,45,31-45,4,5-285,103.32,25.83
0,2,online,South,68,62-85,5,286-582,482.93,96.59
1,1,in-store,North,30,18-30,7,286-582,376.3,53.76
1,1,in-store,North,39,31-45,6,1234-3000,1815.6,302.60
1,4,in-store,West,21,18-30,5,1234-3000,1968.5,393.70
1,1,in-store,North,45,31-45,4,286-582,388.79,97.20
1,3,in-store,East,72,62-85,6,5-285,203.24,33.87
1,1,in-store,North,26,18-30,3,583-1233,702.89,234.30
0,2,online,South,83,62-85,4,5-285,234.64,58.66
1,3,in-store,East,44,31-45,4,286-582,464.89,116.22
1,4,in-store,West,50,46-61,4,286-582,427.69,106.92
1,1,in-store,North,64,62-85,2,583-1233,613.34,306.67
1,1,in-store,North,67,62-85,3,286-582,289.87,96.62
0,4,online,West,58,46-61,6,1234-3000,2036.1,339.35
0,3,online,East,22,18-30,8,1234-3000,2063.1,257.89
1,3,in-store,East,32,31-45,3,583-1233,920,306.67
1,1,in-store,North,33,31-45,8,286-582,296.09,37.01
1,1,in-store,North,50,46-61,6,583-1233,700.05,116.68
0,3,online,East,57,46-61,7,1234-3000,1421.4,203.06
0,2,online,South,53,46-61,4,5-285,190.56,47.64
0,2,online,South,79,62-85,4,286-582,312.99,78.25
0,4,online,West,22,18-30,4,1234-3000,1619.7,404.93
0,3,online,East,63,62-85,8,1234-3000,1515.5,189.44
0,4,online,West,32,31-45,3,1234-3000,1685.6,561.87
0,3,online,East,29,18-30,4,1234-3000,2314,578.50
0,2,online,South,75,62-85,4,5-285,164.9,41.23
1,1,in-store,North,23,18-30,5,583-1233,991.94,198.39
0,3,online,East,36,31-45,7,286-582,309.74,44.25
1,4,in-store,West,28,18-30,1,1234-3000,1779,1779.00
1,1,in-store,North,45,31-45,2,583-1233,670.21,335.11
1,3,in-store,East,30,18-30,3,583-1233,802.28,267.43
0,2,online,South,41,31-45,3,5-285,19.237,6.41
0,2,online,South,71,62-85,6,5-285,12.438,2.07
0,2,online,South,59,46-61,6,5-285,276.35,46.06
0,2,online,South,72,62-85,3,286-582,480.85,160.28
0,2,online,South,47,46-61,2,286-582,319.93,159.97
0,2,online,South,65,62-85,3,286-582,485.44,161.81
0,2,online,South,45,31-45,5,5-285,69.479,13.90
0,2,online,South,61,46-61,4,286-582,321.08,80.27
0,4,online,West,52,46-61,4,5-285,245.23,61.31
1,1,in-store,North,24,18-30,7,1234-3000,1451.1,207.30
1,3,in-store,East,42,31-45,5,286-582,394.36,78.87
0,2,online,South,40,31-45,6,5-285,216.02,36.00
1,1,in-store,North,42,31-45,7,583-1233,1201.5,171.64
1,4,in-store,West,41,31-45,4,1234-3000,1274.9,318.73
1,4,in-store,West,24,18-30,3,5-285,244.44,81.48
0,4,online,West,55,46-61,7,1234-3000,1597.1,228.16
0,2,online,South,32,31-45,4,286-582,287.31,71.83
0,2,online,South,78,62-85,5,286-582,449.95,89.99
0,3,online,East,52,46-61,2,1234-3000,2211.4,1105.70
0,4,online,West,18,18-30,1,286-582,528.73,528.73
0,3,online,East,46,46-61,6,1234-3000,2819.5,469.92
0,2,online,South,48,46-61,7,5-285,44.17,6.31
1,4,in-store,West,51,46-61,4,286-582,521.48,130.37
0,4,online,West,37,31-45,5,583-1233,944.59,188.92
0,4,online,West,46,46-61,2,1234-3000,2139.8,1069.90
0,4,online,West,55,46-61,4,1234-3000,1853.5,463.38
1,4,in-store,West,33,31-45,5,286-582,539.31,107.86
0,2,online,South,48,46-61,3,5-285,279.14,93.05
1,3,in-store,East,32,31-45,4,583-1233,655.52,163.88
1,4,in-store,West,47,46-61,8,286-582,379.29,47.41
0,4,online,West,30,18-30,7,1234-3000,1604.3,229.19
1,1,in-store,North,54,46-61,3,583-1233,750.44,250.15
1,3,in-store,East,42,31-45,2,286-582,527.24,263.62
0,4,online,West,19,18-30,7,583-1233,1033.7,147.67
0,3,online,East,51,46-61,8,1234-3000,2352.9,294.11
0,2,online,South,53,46-61,2,5-285,171.03,85.52
0,2,online,South,66,62-85,3,5-285,177.87,59.29
0,2,online,South,57,46-61,1,5-285,132.84,132.84
1,1,in-store,North,30,18-30,5,583-1233,762.76,152.55
0,3,online,East,30,18-30,6,583-1233,751.5,125.25
1,4,in-store,West,23,18-30,2,1234-3000,1689.5,844.75
0,4,online,West,30,18-30,5,583-1233,1091.1,218.22
1,4,in-store,West,37,31-45,8,1234-3000,1724.8,215.60
1,3,in-store,East,73,62-85,4,286-582,355.69,88.92
1,1,in-store,North,34,31-45,4,1234-3000,1533.2,383.30
0,2,online,South,32,31-45,6,286-582,387.01,64.50
1,4,in-store,West,35,31-45,5,583-1233,1106.7,221.34
0,2,online,South,82,62-85,5,5-285,211.11,42.22
0,2,online,South,66,62-85,3,286-582,383.1,127.70
1,1,in-store,North,28,18-30,7,5-285,245.14,35.02
1,1,in-store,North,66,62-85,3,583-1233,779.41,259.80
1,4,in-store,West,22,18-30,2,5-285,270.96,135.48
1,4,in-store,West,42,31-45,2,583-1233,1185.7,592.85
0,2,online,South,70,62-85,1,5-285,169.77,169.77
1,1,in-store,North,20,18-30,1,1234-3000,1916.9,1916.90
1,3,in-store,East,68,62-85,5,583-1233,963.43,192.69
0,4,online,West,53,46-61,8,583-1233,780.11,97.51
1,4,in-store,West,25,18-30,2,1234-3000,1553.2,776.60
0,3,online,East,50,46-61,5,1234-3000,1383.1,276.62
1,1,in-store,North,70,62-85,1,583-1233,982.39,982.39
1,4,in-store,West,48,46-61,5,1234-3000,1840.3,368.06
1,1,in-store,North,48,46-61,3,286-582,368.82,122.94
0,3,online,East,35,31-45,4,1234-3000,1441.2,360.30
0,4,online,West,59,46-61,3,583-1233,1008.6,336.20
0,2,online,South,73,62-85,2,286-582,455.22,227.61
0,2,online,South,34,31-45,5,286-582,432.78,86.56
1,1,in-store,North,21,18-30,4,583-1233,672.41,168.10
1,3,in-store,East,70,62-85,3,286-582,440.52,146.84
0,2,online,South,35,31-45,2,286-582,461.28,230.64
1,4,in-store,West,51,46-61,3,286-582,475.17,158.39
1,1,in-store,North,28,18-30,5,1234-3000,1628.7,325.74
0,3,online,East,21,18-30,3,1234-3000,2339.8,779.93
1,1,in-store,North,49,46-61,4,583-1233,702.97,175.74
0,4,online,West,21,18-30,7,286-582,566.79,80.97
0,2,online,South,53,46-61,5,286-582,352.65,70.53
0,2,online,South,68,62-85,3,5-285,271.26,90.42
1,4,in-store,West,26,18-30,6,583-1233,668.45,111.41
0,2,online,South,58,46-61,1,5-285,247.95,247.95
0,4,online,West,59,46-61,5,286-582,495.68,99.14
1,1,in-store,North,35,31-45,4,286-582,476.14,119.04
0,4,online,West,40,31-45,6,1234-3000,2915.2,485.87
0,3,online,East,35,31-45,7,1234-3000,1474.1,210.59
1,1,in-store,North,41,31-45,3,286-582,413.96,137.99
1,3,in-store,East,29,18-30,6,286-582,439.06,73.18
0,2,online,South,58,46-61,4,286-582,343.75,85.94
0,2,online,South,68,62-85,2,286-582,336.34,168.17
1,4,in-store,West,38,31-45,4,1234-3000,1866.5,466.63
1,1,in-store,North,23,18-30,1,583-1233,1059.1,1059.10
1,4,in-store,West,35,31-45,6,583-1233,1151.5,191.92
1,3,in-store,East,74,62-85,7,5-285,269.16,38.45
0,4,online,West,22,18-30,6,583-1233,1194,199.00
0,2,online,South,82,62-85,5,286-582,349.73,69.95
0,4,online,West,27,18-30,6,286-582,523.92,87.32
0,2,online,South,33,31-45,5,286-582,482.53,96.51
1,3,in-store,East,70,62-85,2,286-582,426.23,213.12
1,3,in-store,East,35,31-45,3,583-1233,699.78,233.26
0,2,online,South,47,46-61,1,286-582,376.87,376.87
